article_id,category,date,title,char_count,jreadability,url,body
topic-news-6286156,topic-news,2012-02-16T18:36:00+0900,北陸電力が本物のウラン燃料を展示、ネットユーザーは怒り,523,1.220514056,http://news.livedoor.com/article/detail/6286156/,14日、北陸電力所有の施設にて本物のウラン燃料を展示していたことがデジタル版「朝日新聞」で報じられ、ネット掲示板で物議を醸している。 記事によると問題となった施設は、北陸電力の原子力技術研修センターで(石川県志賀町)、同施設内では本物のウラン燃料を「本物と思わず」広報用の説明用サンプルとして展示していたという。北陸電力によると、サンプル表面の放射線量率は、毎時0.4〜5.8マイクロシーベルトであり、人体に影響を及ぼすレベルのものではないとも発表した。 この報道を受け、ネット掲示板では「ウランが本物と気づかずに展示公開しているような人たちが 原発を管理しているという現実」など、北陸電力のずさんな管理体制への怒りの声が殺到した。 一方で、「はからずも安全であることが証明されたな」「致死量の1万〜10万分の1以下程度の放射能の話で何でもかんでもギャーギャー騒ぐな」など、原発推進派のネットユーザーからの反論も出ており、ネット掲示板では反原発派と原発推進派のユーザーによる議論がいまも展開されている。 【関連情報】 ・核物質の保管状況の調査結果について - 北陸電力 ・「本物と思わず」ウラン燃料展示 北陸電、広報用に数年 - 朝日新聞デジタル
topic-news-6214127,topic-news,2012-01-23T11:36:00+0900,局部が怪獣に見えるなどの幻覚も…局部切断事件の新説が話題,482,1.228586319,http://news.livedoor.com/article/detail/6214127/,16日、局部を切断されたタクシー運転手の男性の遺体が見つかった事件で、「男性の死因は自殺である可能性も否定できない」とした産経新聞の記事がネット掲示板で物議を醸している。 記事によると杏林大学医学部の佐藤喜宣教授が、死亡男性の体内から覚醒剤の成分が検出されたことに言及し、「薬物の使用で局部が怪獣に見えるなどの幻覚が現れ、退治しようと切断した可能性は否定できない」と分析したのだ。 しかし、ネット掲示板では「これは新しい」「その発想はなかったわ」など、佐藤教授の“自殺説”を揶揄する声が多数上がっている。 また、この事件に対して捜査1課がすぐに殺人事件と断定しなかったことについて、「ケンカしてたという交際女性はどうなったのよ」「何か裏があるな」「こうまで必死に事件性を否定するのは逆におかしい」など警察の捜査を訝しむ声も上がっている。 一刻も早い事件の真相究明が待たれるところだ。 ■関連記事 ・幻覚で局部が怪獣に？ 男性変死、高まる自殺の可能性 ・“局部切断遺体事件” 医学部教授 「覚せい剤による幻覚で局部が怪獣に見え、退治しようとした可能性は否定できない」
topic-news-6030117,topic-news,2011-11-15T18:02:00+0900,日本の中学生の“韓国語”授業に猛反発,433,1.316643678,http://news.livedoor.com/article/detail/6030117/,15日、愛知県・日進市に3校ある中学校において、11月14日から韓国語の授業が始まったと中日新聞が報じ、ネット掲示板では日進市に対する批判が高まっている。 同紙によると、第二外国語の学習は、再選された萩野幸三市長の公約で「事前に生徒ら対称に実施したアンケートで韓国語の人気が高く、また身近な国ということもあり選ばれた」という。今年は42人が計5回の授業で韓国語の日常会話を学ぶ予定だが、中学校での第2外国語学習は全国でも珍しい。 日本の中学生が授業で韓国語を学ぶことに関して、ネット掲示板では、「うわ…かわいそう、中国語かならまだ分かるが韓国語は無い」「余計なことさせずに英語に専念しろ」「韓国語習っても普通の人はメリットがない」「42人で大人気なのか」といった声が寄せられ、全体的にも賛成意見はごく少数に——。 反対意見、さらには、中学生が韓国語を学んでいることに強い違和感を表明する声が多数を占めた。 【関連情報】 ・韓国語授業に興味津々 日進の全中学でスタート
sports-watch-5571206,sports-watch,2011-05-20T02:00:00+0900,【Sports Watch】女性店員の契約選手侮辱ツイートでアディダスが謝罪,509,1.370847458,http://news.livedoor.com/article/detail/5571206/,ヴァンフォーレ甲府のFWで、アディダス契約選手の一人＝ハーフナー・マイクが、18日に入籍を発表したお相手とみられる女性と共に、アディダス・パフォーマンスセンター銀座店を訪れた際、店員の女性が自身のツイッターで、マイクを侮辱するようなツイートを行い、19日に大炎上を起こした問題で、同夜アディダスが公式サイト上に謝罪を掲載した。 公式サイトでは、「本日、弊社社員が、アディダス パフォーマンスセンター 銀座店へご来店された弊社契約選手の情報をTwitter（ツイッター）に書き込み、流出させていたことが判明いたしました。この件で、同選手、同選手のご家族をはじめ関係者の皆様及びお客様には多大なるご迷惑とご心配をおかけしましたことを、深くお詫び申し上げます。スポーツブランドとしてあるまじき事であり、この事態を厳粛に受け止め、このようなことが繰り返されないよう、社を挙げて再発防止を徹底してまいります」（冒頭部分を引用）といった謝罪を掲載、問題の女性社員については「処分については、調査結果に基づき、会社規定に従い厳正なる処分を検討いたします」としている。 ・店員女性がハーフナー・マイクにツイッターで悪口雑言、炎上騒ぎに
topic-news-6188060,topic-news,2012-01-13T13:31:00+0900,橋下徹大阪市長の快進撃に賞賛の嵐,573,1.419402174,http://news.livedoor.com/article/detail/6188060/,"橋下徹大阪市長が大阪市民営化の一貫として大阪市バスの改革を打ち出したことに対して、ネット掲示板では賞賛の声が相次いでいる。 大阪市バス運転手の平均年収は739万円（49歳平均）と関西民間5社の544万円（44歳平均）に比べて約200万円ほど高く、かねてから問題視されていたが、1月12日付けの産経新聞では、「退職金が加算される早期退職制度を使って今年3月末に退職する職員が昨年同時期に比べ約15倍に急増」と報じた。橋下大阪市長は4月からの給与カットを明言していることから、退職金加算制度が存続しているうちの「駆け込み退職」が殺到した格好だ。 この報道に対してネット掲示板上では「この調子でどんどんやってくれ」「早くも効果出ているな」「隙間に殺虫剤吹きかけたらゴキブリが大量に出てきた感じ」と次々と結果を出す橋下氏の政治手腕に感嘆する声があがった。 また、一部には「（退職する職員は）再就職は厳しいと思う。履歴書に“大阪市バスに勤務”とかドヤ顔で書くのか? 面接官に失笑されるぞ」など、 退職する職員の行く先を案じる声があったものの、橋下氏への批判はほとんど見られなかった。 【関連情報】 ・早期退職者１５倍に急増 大阪市バス運転手 - 産経新聞 ・""橋下効果"" 平均年収800万の大阪市バス運転手、退職希望者15倍に急増…大阪市 - 痛いニュース"
it-life-hack-6324538,it-life-hack,2012-02-29T18:39:00+0900,電波監理審議会が答申！プラチナバンド900MHz帯はソフトバンクへ,451,1.425109312,http://news.livedoor.com/article/detail/6324538/,総務省は、3.9世代移動通信システムの普及のための特定基地局の開設計画に係る認定申請を、平成23年12月14日から本年1月27日までの間、受け付けたところ、4件の申請があった。 これらの申請について、電波法（昭和25年法律第131号）第27条の13第4項及び開設指針に定める審査基準に基づき審査を進めてきたところ、本日（2012年2月29日）、ソフトバンクモバイル株式会社の開設計画を認定することについて電波監理審議会に諮問し、原案を適当とする旨の答申を受けた。 総務省では、本日の電波監理審議会からの答申を踏まえ、該当条件を付した上で、ソフトバンクモバイル株式会社の開設計画を認定するとしている。 ■3.9世代移動通信システムの普及のための特定基地局の開設計画の認定 ■総務省 Transcend SDHCカード 16GB Class10 永久保証 [フラストレーションフリーパッケージ (FFP)] TS16GSDHC10E トランセンド・ジャパン 販売元：Amazon.co.jp クチコミを見る
topic-news-6076877,topic-news,2011-11-30T19:38:00+0900,橋下氏の人件費削減要請に 労働組合 「もっと税金取ったらええやん」,526,1.447439842,http://news.livedoor.com/article/detail/6076877/,30日、読売新聞は、「橋下徹・新市長は２９日、自らの月額給与を３割、退職金を半額カットする条例案を、市長就任直後の１２月議会に提案する意向」と報じた。 この報道を取り上げた掲示板上では、過去に行われた、大阪市労働組合と橋下氏による人件費削減に関する討論の動画が掲載されたが、その内容が再び話題になっている。 前述した動画では、大阪府知事だった橋下氏が「財政が厳しいので人件費削減に応じて欲しい」と要請したところ、労働組合側は「もっと税金取ったらええやん」、と暴言ともとれる回答しており、ネットユーザーからは「クズの中のクズ」「公務員ってこんなもんばっかりなんだからそりゃギリシャも破綻するわ」など、改めて怒りの声が寄せられた。 橋下氏の提案が議会で可決されれば、大阪市市長の現在の月額給与は142万円、1期4年の退職金は3953万なので、橋下氏は月給から約42万円、退職金からは約1977万円がカットされることになる。自らの給料を大幅カットする橋下氏に対し、大阪市役所の所員はどのような反応を見せるのか、注目が集まりそうだ。 【関連情報】 ・【動画あり】橋下に職員反発「税金増やせばええやん」「2000万のアパート買ったのに計画狂った」「4人子供いる」
topic-news-6431446,topic-news,2012-04-03T11:46:00+0900,「嵐・櫻井翔がファンの携帯叩き落し騒然」にファン「捏造だ」,521,1.492431373,http://news.livedoor.com/article/detail/6431446/,3日発売の「週刊女性」（4月17日号）は、嵐の櫻井翔がファンの携帯電話を手で振り払い「撮るな」と怒声をあげ、周囲が一時騒然したと報じ、ネット掲示板で話題となっている。 同誌によれば、3月11日に生放送された「復興テレビ みんなのチカラ3.11」（日本テレビ系）で福島県からの帰り、東京駅で、櫻井が集まったファンに携帯で写真を撮られそうになった際、ファンの携帯電話を「撮るな」と振り払い、その携帯は床に叩き落とされて現場が騒然となったという。 ネット掲示板では「人間だから機嫌が悪い時もある。でも最低限の常識位は分かって行動してほしい」など、櫻井を批判する声が挙がる一方、「一般人に常々追われる様な生活をしていれば心にゆとりが無くなるのも当然…」「櫻井って計算高そうだと思ってたからこれがマジなら意外だな」「記者怒らせるような事でもしたのか?」など、「週刊女性」の記事の信憑性を疑い、桜井を擁護する書き込みも多く寄せられている。 古参ファンと見られるユーザーからは、「櫻井のファンに対する態度の悪さはジュニア時代から有名だよ」という声も寄せられており、「この手の報道は想定の範囲内」とする意見もあった。 【関連情報】 ・週刊女性（主婦と生活社）
topic-news-6419378,topic-news,2012-03-30T14:46:00+0900,被災地の缶詰を途上国に…「正気じゃない。人殺しだ!!」,576,1.516183099,http://news.livedoor.com/article/detail/6419378/,30日、政府が被災地で製造された水産加工品を発展途上国へ送ると発表したが、その内容があまりにも酷いとネット掲示板で非難が殺到している。 MSN産経ニュースの記事によると、東日本大震災の被災地で製造されたイワシやサバの水産加工品を、カンボジアなどの発展途上国の人々に食べてもらうため、政府は国連機関の世界食糧計画（WFP）と政府開発援助（ODA）に関する書簡を交換したことを発表。外務省の幹部は「安全性に問題がないものを輸出することで、海外に根強い風評被害の打破を図りたい」と述べているが、一部の市民団体は原発事故の影響を懸念して反発しているという。 この動きに対してネット掲示板では「風評被害の解決を途上国を使って解消とか、正気とは思えない。人殺しだろ」「こんなことしたら日本の信頼を損ねるだろうが」「餓死寸前の子供にセシウム入りの缶詰食わせるなんて…」「食べさせて応援ってなんか強制みたいだな」と政府を非難する声が相次いだ。 また、「こんなことをしたら風評被害がより拡大するのでは?」と懸念する声もあがっており、今後の政府の動きに注目が集まっている。 【関連情報】 ・食料支援で風評被害解消 被災地の缶詰を途上国に(MSN産経ニュース) 【関連情報】 ・【食べさせて応援】被災地の缶詰を途上国に送りつけて風評被害を解決！(livedoor Blog)
topic-news-6608194,topic-news,2012-05-30T11:10:00+0900,「富士山を爆撃しろ」 日本の軍事誌の内容に中国ネットユーザーが激怒,577,1.565841551,http://news.livedoor.com/article/detail/6608194/,日本で昨年10月に発売されたムック本（「別冊宝島1814 自衛隊・新世代兵器PERFECT BOOK 2035年兵器カタログ」）に、三菱重工業と防衛省が開発中のステルス機が、中国製造のステルス機を撃墜するCG画像を掲載していたと、中国紙「環球網」が伝え、中国のネット掲示板で波紋を呼んでいる。 同ムック本のCGに描かれたのは、日本が開発を予定しているステルス機「心神」が、中国で開発中（2019年実戦配備予定）の「J-20」を撃墜するシーンで、中国のネット掲示板には怒りの声が殺到。また、「日本人がJ-20を撃墜するにはウルトラマンが必要だろう」など、CGの内容に疑問を呈するユーザーが目立った。 一部に「日本の航空技術は中国より進んでいる」と冷静に分析する意見もあったが、多くのユーザーはCGの内容に怒り心頭の様子で、「（J-20が配備される頃には）日本という島国は存在しないだろう」「J-20で富士山を爆撃しろ」など、過激な意見も見られた。 【関連記事】 ・ロシア戦闘機をコピー、米国哨戒機を模倣＝中国戦闘機にまたまたパクリ疑惑—中国 ・日本製ステルス機「心神」に、機先を制す意図あり（1）＝中国 ・日本製ステルス機「心神」に、機先を制す意図あり（2）＝中国 【関連情報】 ・ 日本F3「心神」による中国ステルス機の攻撃想像CG（中国網＜日本語版＞）
kaden-channel-6864108,kaden-channel,2012-08-17T17:00:00+0900,業界初！　富士通など、自社回収したＣＤ／ＤＶＤをノートパソコンに再生利用【話題】,416,1.577636364,http://news.livedoor.com/article/detail/6864108/,富士通株式会社は株式会社富士通研究所と、使用済みのＣＤやＤＶＤを富士通グループのリサイクルセンターで回収し、再生プラスチックとしてノートパソコンの筐体に再生利用するリサイクルシステムをパソコン製造業界で初めて構築し、２０１２年夏モデルの企業向けノートパソコン（「ＬＩＦＥＢＯＯＫ Ｐ７７２／Ｅ」）の本体前面の一部に適用を開始した。 再生プラスチックに不純物が含有・混入するリスクを回避するため、富士通研究所が作成した化学物質のリスク管理データベースに基づいて品質管理を行っており、ノートパソコンなどＩＣＴ機器の含有化学物質の法規制への対応を可能にしている。このシステムにより、従来のノートパソコン製造プロセスと比べて、新たに使用するプラスチックの使用量を年間約１０トン以上、ＣＯ２排出量を約１５％削減できると見込んでいる。 今後も、ノートパソコンなど自社製品への適用拡大を図り、省資源化と環境負荷の低減に取り組んで行くということだ。
topic-news-6218642,topic-news,2012-01-24T19:05:00+0900,姉急死、知的障害の妹は凍死…携帯に残された「111」に騒然,514,1.611679525,http://news.livedoor.com/article/detail/6218642/,24日、札幌市のマンションに住む40代姉妹の遺体が発見された問題で、姉が1年半前から3回にわたり市に生活保護申請の相談をしていたことを毎日新聞が報じ、ネット掲示板で大きな話題を呼んでいる。 記事によると、20日の早朝、札幌市のマンションで姉が脳内血腫で急死した後、知的障害のある妹が凍死したとみられている。姉は昨年12月15日、家賃滞納分の振込み後に亡くなったとしているが、姉の携帯電話には12月20日に「111」など複数の発信履歴があったことから、残された妹が110番を発信しようとしていた可能性もあるという。 ネット掲示板では「知的障害を持ちながらも何とか助けようとしていたのか…」と亡くなった姉妹を哀れむ声や、「1年以上も何やってたんだ札幌市役所は」など、生活保護を姉妹に支給しなかった札幌市役所の対応に批判が殺到した。また、「生活保護をもらってパチンコ三昧な人間もいる一方で、本当に保護が必要な人達が死んでいってる」など、生活保護という制度の不公平さを訴える書き込みも多い。ユーザーたちはこの事件を通して改めて生活保護のあり方を考えさせられたようだ。 【関連情報】 ・40代姉妹死亡：「生活苦しい」区役所に3回相談 札幌
topic-news-6655188,topic-news,2012-06-13T19:55:00+0900,海外移住を検討する山本太郎夫妻に「何のための反原発だったの？」,518,1.618956697,http://news.livedoor.com/article/detail/6655188/,5月に俳優・山本太郎と結婚したプロサーファー・やまもと朱璃が、12日、自身のブログで海外移住の計画を告白し、ネット掲示板では疑問の声があがった。 現在は削除されている同ブログによると、やまもと朱璃は実家の両親に海外への移住計画を伝え、「福島で苦しんでいる人や震災の復興もあるし、私達だけが日本を捨てて逃げるなんて…。すごく抵抗があったけど、この先日本はどうなりかわからないからって…」（原文まま）と心境を綴っている。 また同日、夫の山本太郎も海外移住についてツイートしており、「比較的永住権が取りやすいフィリピンへの移住を検討中」「もし、海外脱出となればその先で日本人村の様なものが何処かに作れればと思っています」など、移住先や移住後の具体的なプランまで語った。 これに対してネット掲示板では、「結局逃げるのかよ!!何のための反原発だったの?」「あんだけ騒いでおいて自分だけトンズラとかww」「もう二度と帰ってくるなよ!!」「お嬢様が（治安に不安のある）フィリピンに移住するなんて無理だろう」と、山本夫妻に対し厳しいコメントが多く寄せられたのだった。 【関連記事】 ・山本太郎の妻、海外への移住検討を明かす（livedoor ニュース）
